1	1	  9.18	  1.48	  4.44	  0.39
1	2	  9.59	  1.66	  3.59	  0.94
1	3	 11.70	  2.00	  4.45	  0.96
1	4	 10.51	  0.94	  3.55	  0.04
1	5	 13.66	  1.74	  3.53	  0.97
1	6	 16.49	  1.87	  4.29	  0.72
1	7	 19.84	  1.56	  5.09	  0.79
1	8	 20.12	  2.41	  5.69	  0.96
1	9	 21.25	  1.62	  5.44	  0.51
1	10	 19.10	  1.04	  3.36	  0.29
2	1	  5.43	  2.13	  2.81	  0.81
2	2	  8.12	  2.18	  2.19	  0.85
2	3	  9.37	  1.15	  2.85	  0.58
2	4	 11.59	  2.25	  3.21	  0.73
2	5	 13.20	  0.87	  4.24	  0.28
2	6	 14.30	  1.70	  3.56	  0.80
2	7	 15.89	  1.56	  4.49	  0.70
2	8	 16.03	  1.29	  3.45	  0.57
2	9	 16.97	  1.71	  4.45	  0.64
2	10	 18.88	  0.77	  4.55	  0.11
3	1	  5.38	  1.33	  2.22	  0.60
3	2	  9.27	  1.20	  2.60	  0.47
3	3	 11.31	  1.95	  3.68	  0.66
3	4	 11.54	  1.13	  3.33	  0.47
3	5	 10.96	  1.35	  2.59	  0.52
3	6	 12.89	  2.25	  3.56	  0.59
3	7	 16.34	  2.10	  4.92	  0.68
3	8	 16.16	  1.37	  3.48	  0.48
3	9	 17.07	  0.96	  4.19	  0.28
3	10	 18.83	  2.33	  3.69	  0.44
4	1	  7.61	  1.91	  3.27	  0.53
4	2	  9.51	  1.40	  3.33	  0.59
4	3	 10.38	  1.80	  2.97	  0.71
4	4	 12.46	  1.69	  2.58	  0.80
4	5	 13.42	  0.99	  3.55	  0.10
4	6	 14.30	  0.85	  3.68	  0.16
4	7	 14.42	  1.01	  3.03	  0.52
4	8	 16.27	  0.78	  3.13	  0.12
4	9	 17.83	  0.88	  3.81	  0.36
4	10	 21.53	  1.69	  3.90	  0.72
5	1	  7.21	  1.03	  2.58	  0.36
5	2	  8.85	  1.09	  3.02	  0.53
5	3	 13.34	  0.94	  4.27	  0.41
5	4	 13.56	  1.17	  2.78	  0.38
5	5	 15.09	  1.35	  3.56	  0.62
5	6	 15.90	  1.61	  4.82	  0.66
5	7	 15.26	  1.53	  4.31	  0.61
5	8	 17.92	  2.02	  5.46	  0.47
5	9	 18.77	  1.72	  3.96	  0.73
5	10	 21.22	  1.19	 31.83	  0.45
6	1	 10.97	  1.63	  3.07	  0.79
6	2	 10.92	  1.19	  3.35	  0.55
6	3	 12.89	  1.90	  4.01	  0.78
6	4	 12.73	  0.97	  3.18	  0.29
6	5	 15.49	  2.16	  3.50	  0.48
6	6	 17.35	  1.79	  4.59	  0.74
6	7	 17.08	  1.51	  4.25	  0.60
6	8	 19.29	  1.10	  4.32	  0.34
6	9	 19.44	  0.92	  5.21	  0.17
6	10	 20.46	  2.39	  4.62	  0.66
7	1	  7.19	  0.99	  2.06	  0.26
7	2	  9.62	  0.90	  2.71	  0.22
7	3	 11.39	  1.00	  3.10	  0.35
7	4	 11.69	  1.07	  2.23	  0.34
7	5	 14.11	  1.60	  4.41	  0.60
7	6	 18.42	  1.54	  4.46	  0.72
7	7	 18.93	  2.39	  4.75	  0.66
7	8	 19.78	  0.96	  3.81	  0.30
7	9	 19.62	  1.12	  2.69	  0.42
7	10	 21.74	  0.91	  3.49	  0.23
8	1	 10.70	  1.44	  2.92	  0.45
8	2	 12.45	  1.21	 17.72	  0.53
8	3	 12.86	  1.62	  2.80	  0.74
8	4	 14.87	  2.27	  3.65	  0.70
8	5	 14.05	  1.02	  2.35	  0.38
8	6	 15.47	  1.07	  2.71	  0.28
8	7	 17.27	  1.34	  2.72	  0.67
8	8	 19.56	  1.63	  3.54	  0.49
8	9	 22.82	  1.32	  4.97	  0.45
8	10	 21.56	  2.00	  2.70	  0.72
9	1	 12.54	  1.65	  2.61	  0.63
9	2	 14.63	  0.98	  4.08	  0.45
9	3	 14.75	  1.80	  2.53	  0.66
9	4	 16.00	  1.77	  3.19	  0.66
9	5	 17.57	  1.07	  4.13	  0.34
9	6	 18.95	  2.61	  5.32	  0.29
9	7	 20.37	  1.44	  3.88	  0.49
9	8	 21.95	  1.96	  4.69	  0.66
9	9	 23.37	  0.91	  5.35	  0.13
9	10	 22.60	  1.44	  4.14	  0.61
10	1	 13.12	  2.36	  3.03	  0.54
10	2	 14.05	  2.22	  8.60	  0.58
10	3	 14.87	  1.89	  2.76	  0.65
10	4	 17.03	  2.52	  3.31	  0.35
10	5	 17.33	  1.18	  3.09	  0.35
10	6	 19.51	  1.48	  5.41	  0.63
10	7	 19.86	  1.45	  4.26	  0.58
10	8	 22.68	  1.21	  3.82	  0.46
10	9	 22.42	  0.90	  4.34	  0.19
10	10	 22.19	  2.36	  4.44	  0.59
1	1	  8.98	  1.78	  5.77	  0.92
1	2	  9.09	  1.03	  2.36	  0.34
1	3	 11.77	  1.85	  3.16	  1.02
1	4	 11.38	  1.40	  3.43	  0.55
1	5	 15.79	  2.28	  4.62	  1.16
1	6	 16.65	  1.74	  3.93	  0.87
1	7	 18.73	  1.26	  4.79	  0.56
1	8	 20.47	  1.65	  5.48	  0.98
1	9	 17.62	  1.31	  5.30	  0.39
1	10	 20.18	  1.84	  4.44	  0.79
2	1	  5.76	  0.97	  2.48	  0.54
2	2	  8.64	  1.52	  2.46	  0.49
2	3	  9.66	  1.01	  3.24	  0.29
2	4	 12.97	  1.25	  3.37	  0.52
2	5	 14.67	  1.40	  4.16	  0.59
2	6	 14.08	  1.35	  3.22	  0.57
2	7	 19.11	  1.02	  3.61	  0.56
2	8	 17.99	  1.69	  4.65	  0.73
2	9	 19.83	  1.22	  5.76	  0.39
2	10	 19.34	  1.11	  4.55	  0.40
3	1	  6.53	  1.35	  2.15	  0.69
3	2	  9.24	  1.69	  2.53	  0.81
3	3	 10.10	  2.58	  2.77	  0.39
3	4	 13.60	  1.08	  3.94	  0.35
